0 1 63.601
0 1.0727 60.551
0 1.1455 58.239
0 1.2182 56.944
0 1.2909 56.09
0 1.3636 55.428
0 1.4364 54.755
0 1.5091 53.982
0 1.5818 53.152
0 1.6545 52.372
0 1.7273 51.749
0 1.8 51.379
0 1.8727 51.296
0 1.9455 51.45
0 2.0182 51.755
0 2.0909 52.131
0 2.1636 52.52
0 2.2364 52.88
0 2.3091 53.189
0 2.3818 53.443
0 2.4545 53.648
0 2.5273 53.816
0 2.6 53.957
0 2.6727 54.084
0 2.7455 54.205
1.4141 1 64.284
1.4141 1.0727 61.512
1.4141 1.1455 59.322
1.4141 1.2182 57.943
1.4141 1.2909 57.02
1.4141 1.3636 56.325
1.4141 1.4364 55.598
1.4141 1.5091 54.738
1.4141 1.5818 53.817
1.4141 1.6545 52.982
1.4141 1.7273 52.35
1.4141 1.8 51.994
1.4141 1.8727 51.916
1.4141 1.9455 52.053
1.4141 2.0182 52.323
1.4141 2.0909 52.656
1.4141 2.1636 52.999
1.4141 2.2364 53.314
1.4141 2.3091 53.584
1.4141 2.3818 53.806
1.4141 2.4545 53.985
1.4141 2.5273 54.13
1.4141 2.6 54.254
1.4141 2.6727 54.365
1.4141 2.7455 54.471
2.8283 1 64.964
2.8283 1.0727 62.464
2.8283 1.1455 60.395
2.8283 1.2182 58.942
2.8283 1.2909 57.951
2.8283 1.3636 57.221
2.8283 1.4364 56.439
2.8283 1.5091 55.494
2.8283 1.5818 54.482
2.8283 1.6545 53.592
2.8283 1.7273 52.951
2.8283 1.8 52.61
2.8283 1.8727 52.536
2.8283 1.9455 52.655
2.8283 2.0182 52.891
2.8283 2.0909 53.181
2.8283 2.1636 53.477
2.8283 2.2364 53.748
2.8283 2.3091 53.979
2.8283 2.3818 54.168
2.8283 2.4545 54.321
2.8283 2.5273 54.445
2.8283 2.6 54.551
2.8283 2.6727 54.647
2.8283 2.7455 54.738
4.2424 1 65.635
4.2424 1.0727 63.394
4.2424 1.1455 61.447
4.2424 1.2182 59.94
4.2424 1.2909 58.883
4.2424 1.3636 58.114
4.2424 1.4364 57.279
4.2424 1.5091 56.249
4.2424 1.5818 55.148
4.2424 1.6545 54.202
4.2424 1.7273 53.553
4.2424 1.8 53.227
4.2424 1.8727 53.157
4.2424 1.9455 53.257
4.2424 2.0182 53.459
4.2424 2.0909 53.705
4.2424 2.1636 53.955
4.2424 2.2364 54.182
4.2424 2.3091 54.374
4.2424 2.3818 54.531
4.2424 2.4545 54.657
4.2424 2.5273 54.76
4.2424 2.6 54.848
4.2424 2.6727 54.928
4.2424 2.7455 55.005
5.6566 1 66.287
5.6566 1.0727 64.289
5.6566 1.1455 62.468
5.6566 1.2182 60.936
5.6566 1.2909 59.817
5.6566 1.3636 59.003
5.6566 1.4364 58.116
5.6566 1.5091 57.002
5.6566 1.5818 55.815
5.6566 1.6545 54.813
5.6566 1.7273 54.156
5.6566 1.8 53.846
5.6566 1.8727 53.778
5.6566 1.9455 53.859
5.6566 2.0182 54.026
5.6566 2.0909 54.229
5.6566 2.1636 54.433
5.6566 2.2364 54.615
5.6566 2.3091 54.769
5.6566 2.3818 54.893
5.6566 2.4545 54.993
5.6566 2.5273 55.074
5.6566 2.6 55.145
5.6566 2.6727 55.209
5.6566 2.7455 55.271
7.0707 1 66.909
