48.759 1.4598
48.952 1.4644
49.951 1.4788
50.025 1.4797
51.292 1.4921
51.471 1.4932
52.559 1.4999
53.826 1.4975
53.899 1.4932
53.826 1.4911
53.336 1.4788
52.611 1.4644
52.559 1.4637
51.371 1.45
51.292 1.4493
50.025 1.4422
48.759 1.4421
48.447 1.45
48.759 1.4598

89.295 2.1816
89.892 2.1702
90.263 2.1558
90.348 2.1414
90.232 2.127
89.972 2.1126
89.62 2.0982
89.295 2.0868
89.192 2.0838
88.65 2.0694
88.118 2.055
88.028 2.0526
87.492 2.0406
86.895 2.0262
86.761 2.0229
86.236 2.0118
85.624 1.9974
85.494 1.9943
84.968 1.983
84.373 1.9686
84.228 1.965
83.75 1.9542
83.18 1.9397
82.961 1.934
82.602 1.9253
82.043 1.9109
81.694 1.9015
81.493 1.8965
80.905 1.8821
80.427 1.8702
80.317 1.8677
79.608 1.8533
79.161 1.8452
78.73 1.8389
77.894 1.8273
77.643 1.8245
76.627 1.8128
76.336 1.8101
75.36 1.8003
74.798 1.7957
74.094 1.7893
72.993 1.7813
72.827 1.7799
71.56 1.7736
70.293 1.7734
69.804 1.7813
69.591 1.7957
69.647 1.8101
69.814 1.8245
70.044 1.8389
70.293 1.852
70.321 1.8533
70.694 1.8677
71.09 1.8821
71.508 1.8965
71.56 1.8981
72.037 1.9109
72.581 1.9253
72.827 1.9317
73.194 1.9397
73.828 1.9542
74.094 1.9604
74.498 1.9686
75.153 1.983
75.36 1.9878
75.828 1.9974
76.456 2.0118
76.627 2.016
77.1 2.0262
77.692 2.0406
77.894 2.0458
78.296 2.055
78.869 2.0694
79.161 2.0771
79.447 2.0838
80.037 2.0982
80.427 2.108
80.634 2.1126
81.294 2.127
81.694 2.1356
82.009 2.1414
82.828 2.1558
82.961 2.158
83.897 2.1702
84.228 2.1742
85.45 2.1846
85.494 2.185
86.761 2.1902
88.028 2.19
88.937 2.1846
89.295 2.1816
