61.209 1.133
61.426 1.1346
62.693 1.1433
63.416 1.1475
63.96 1.1508
65.226 1.1576
66.123 1.1619
66.493 1.1638
67.76 1.1697
69.027 1.1752
69.293 1.1763
70.293 1.1807
71.56 1.1863
72.526 1.1907
72.827 1.1922
74.094 1.1991
75.091 1.2051
75.36 1.2069
76.627 1.2157
77.197 1.2195
77.894 1.2246
79.161 1.2333
79.253 1.2339
80.427 1.242
81.418 1.2483
81.694 1.2502
82.961 1.2581
83.779 1.2627
84.228 1.2654
85.494 1.2724
86.382 1.2771
86.761 1.2792
88.028 1.2863
88.895 1.2915
89.295 1.2941
90.561 1.3029
90.986 1.3059
91.828 1.3124
92.869 1.3203
93.095 1.3222
94.362 1.3322
94.679 1.3347
95.628 1.3425
96.45 1.3491
96.895 1.3529
98.162 1.3633
98.192 1.3635
99.429 1.374
99.91 1.3779
100.7 1.3847
101.6 1.3923
101.96 1.3955
103.23 1.4066
103.25 1.4067
104.5 1.4181
104.84 1.4212
105.76 1.4299
106.36 1.4356
107.03 1.4421
107.82 1.45
108.3 1.4548
109.22 1.4644
109.56 1.468
110.56 1.4788
110.83 1.4818
111.84 1.4932
112.1 1.4962
113.05 1.5076
113.36 1.5114
114.21 1.522
114.63 1.5274
115.31 1.5364
115.9 1.5444
116.35 1.5508
117.16 1.5625
117.34 1.5652
118.28 1.5796
118.43 1.5819
119.18 1.594
119.7 1.6025
120.04 1.6084
120.88 1.6228
120.96 1.6242
121.7 1.6372
122.23 1.6467
122.5 1.6516
123.3 1.666
123.5 1.6696
124.09 1.6805
124.76 1.6926
124.88 1.6949
125.67 1.7093
126.03 1.7157
126.46 1.7237
127.26 1.7381
127.3 1.7387
128.06 1.7525
128.56 1.7613
128.87 1.7669
129.7 1.7813
129.83 1.7836
130.52 1.7957
131.1 1.8055
131.36 1.8101
132.21 1.8245
132.36 1.8271
133.06 1.8389
133.63 1.8485
133.92 1.8533
134.79 1.8677
134.9 1.8696
