0 1 63.601
0 1.0182 62.826
0 1.0364 62.054
0 1.0545 61.292
0 1.0727 60.551
0 1.0909 59.848
0 1.1091 59.211
0 1.1273 58.683
0 1.1455 58.239
0 1.1636 57.854
0 1.1818 57.515
0 1.2 57.214
0 1.2182 56.944
0 1.2364 56.701
0 1.2545 56.48
0 1.2727 56.277
0 1.2909 56.09
0 1.3091 55.915
0 1.3273 55.748
0 1.3455 55.587
0 1.3636 55.428
0 1.3818 55.268
0 1.4 55.103
0 1.4182 54.933
0 1.4364 54.755
0 1.4545 54.571
0 1.4727 54.381
0 1.4909 54.184
0 1.5091 53.982
0 1.5273 53.776
0 1.5455 53.568
0 1.5636 53.359
0 1.5818 53.152
0 1.6 52.948
0 1.6182 52.749
0 1.6364 52.556
0 1.6545 52.372
0 1.6727 52.197
0 1.6909 52.034
0 1.7091 51.884
0 1.7273 51.749
0 1.7455 51.63
0 1.7636 51.528
0 1.7818 51.444
0 1.8 51.379
0 1.8182 51.332
0 1.8364 51.303
0 1.8545 51.292
0 1.8727 51.296
0 1.8909 51.316
0 1.9091 51.349
0 1.9273 51.394
0 1.9455 51.45
0 1.9636 51.516
0 1.9818 51.589
0 2 51.669
0 2.0182 51.755
0 2.0364 51.845
0 2.0545 51.938
0 2.0727 52.034
0 2.0909 52.131
0 2.1091 52.229
0 2.1273 52.327
0 2.1455 52.424
0 2.1636 52.52
0 2.1818 52.614
0 2.2 52.705
0 2.2182 52.794
0 2.2364 52.88
0 2.2545 52.962
0 2.2727 53.042
0 2.2909 53.117
0 2.3091 53.189
0 2.3273 53.258
0 2.3455 53.323
0 2.3636 53.385
0 2.3818 53.443
0 2.4 53.499
0 2.4182 53.551
0 2.4364 53.601
0 2.4545 53.648
0 2.4727 53.693
0 2.4909 53.736
0 2.5091 53.777
0 2.5273 53.816
0 2.5455 53.853
0 2.5636 53.889
0 2.5818 53.924
0 2.6 53.957
0 2.6182 53.99
0 2.6364 54.022
0 2.6545 54.053
0 2.6727 54.084
0 2.6909 54.115
0 2.7091 54.145
0 2.7273 54.175
0 2.7455 54.205
0 2.7636 54.235
0 2.7818 54.265
0 2.8 54.294
1.4141 1 64.284
1.4141 1.0182 63.578
1.4141 1.0364 62.876
1.4141 1.0545 62.184
1.4141 1.0727 61.512
1.4141 1.0909 60.876
1.4141 1.1091 60.292
1.4141 1.1273 59.776
1.4141 1.1455 59.322
1.4141 1.1636 58.921
1.4141 1.1818 58.561
1.4141 1.2 58.237
1.4141 1.2182 57.943
1.4141 1.2364 57.677
1.4141 1.2545 57.437
1.4141 1.2727 57.219
1.4141 1.2909 57.02
1.4141 1.3091 56.836
1.4141 1.3273 56.662
1.4141 1.3455 56.493
1.4141 1.3636 56.325
1.4141 1.3818 56.154
1.4141 1.4 55.976
1.4141 1.4182 55.791
1.4141 1.4364 55.598
1.4141 1.4545 55.395
1.4141 1.4727 55.183
1.4141 1.4909 54.964
1.4141 1.5091 54.738
1.4141 1.5273 54.508
1.4141 1.5455 54.276
1.4141 1.5636 54.045
1.4141 1.5818 53.817
1.4141 1.6 53.595
1.4141 1.6182 53.38
1.4141 1.6364 53.175
1.4141 1.6545 52.982
1.4141 1.6727 52.801
