24.69 1.5729
24.998 1.5796
25.632 1.594

25.957 1.6019
26.223 1.6084
26.743 1.6228
27.184 1.6372

27.224 1.6389
27.537 1.6516
27.831 1.666

50.025 1.1613
50.098 1.1619
51.292 1.1709
52.174 1.1763
52.559 1.1785
53.826 1.1845
55.092 1.1893
55.508 1.1907
56.359 1.1936
57.626 1.1977
58.893 1.2018
59.857 1.2051
60.159 1.2061
61.426 1.211
62.693 1.2163
63.43 1.2195
63.96 1.2219
65.226 1.2281
66.4 1.2339
66.493 1.2344
67.76 1.2414
68.948 1.2483
69.027 1.2488
70.293 1.2579
70.903 1.2627
71.56 1.2686
72.44 1.2771
72.827 1.2812
73.761 1.2915
74.094 1.2955
74.963 1.3059
75.36 1.311
76.092 1.3203
76.627 1.3275
77.184 1.3347
77.894 1.3442
78.288 1.3491
79.161 1.3594
79.569 1.3635
80.427 1.3717
81.213 1.3779
81.694 1.3819
82.961 1.3919
83.013 1.3923
84.228 1.4025
84.731 1.4067
85.494 1.4136
86.308 1.4212
86.761 1.4255
87.78 1.4356
88.028 1.4381
89.179 1.45
89.295 1.4512
90.531 1.4644
90.561 1.4647
91.828 1.4784
91.864 1.4788
93.095 1.492
93.213 1.4932
94.362 1.5052
94.588 1.5076
95.628 1.5185
95.957 1.522
96.895 1.5321
97.293 1.5364
98.162 1.5461
98.584 1.5508
99.429 1.5605
99.83 1.5652
100.7 1.5755
101.03 1.5796
101.96 1.5911
102.2 1.594
103.23 1.6072
103.32 1.6084
104.42 1.6228
104.5 1.6238
105.5 1.6372
105.76 1.6408
106.56 1.6516
107.03 1.6579
107.64 1.666
108.3 1.6748
108.72 1.6805
109.56 1.6915
109.81 1.6949
110.83 1.7085
110.88 1.7093
111.93 1.7237
112.1 1.7259
112.96 1.7381
113.36 1.7436
113.98 1.7525
114.63 1.7616
114.99 1.7669
115.9 1.7799
115.99 1.7813
116.97 1.7957
117.16 1.7985
117.94 1.8101
118.43 1.8172
118.91 1.8245
119.7 1.8363
119.87 1.8389
120.8 1.8533
120.96 1.8559
121.69 1.8677
122.23 1.8767
122.53 1.8821
123.26 1.8965
123.5 1.9019
123.87 1.9109
124.42 1.9253
124.76 1.9348
124.94 1.9397
125.43 1.9542
125.91 1.9686
126.03 1.9723
126.38 1.983
126.84 1.9974
127.3 2.0116
127.3 2.0118
127.76 2.0262
128.24 2.0406
128.56 2.0504
128.72 2.055
129.22 2.0694
129.74 2.0838
129.83 2.0861
130.3 2.0982
130.89 2.1126
131.1 2.1173
131.54 2.127
